company_id,year,horizon_years,pat_cagr_value,pat_cagr_flag
DMART,Mar 2021,3,10.89,NORMAL
DMART,Mar 2021,5,27.99,NORMAL
DMART,Mar 2022,3,18.26,NORMAL
DMART,Mar 2022,5,25.51,NORMAL
DMART,Mar 2023,3,22.27,NORMAL
DMART,Mar 2023,5,24.16,NORMAL
DMART,Mar 2023,10,38.14,NORMAL
DMART,Mar 2024,3,32.14,NORMAL
DMART,Mar 2024,5,22.97,NORMAL
DMART,Mar 2024,10,31.74,NORMAL
DRREDDY,Mar 2016,3,11.75,NORMAL
DRREDDY,Mar 2017,3,-13.01,DECLINE
DRREDDY,Mar 2018,3,-25.99,DECLINE
DRREDDY,Mar 2018,5,-9.11,DECLINE
DRREDDY,Mar 2019,3,-2.92,DECLINE
DRREDDY,Mar 2019,5,-0.13,DECLINE
DRREDDY,Mar 2020,3,16.18,NORMAL
DRREDDY,Mar 2020,5,-2.81,DECLINE
DRREDDY,Mar 2021,3,27.27,NORMAL
DRREDDY,Mar 2021,5,-1.74,DECLINE
DRREDDY,Mar 2022,3,3.82,NORMAL
DRREDDY,Mar 2022,5,11.05,NORMAL
DRREDDY,Mar 2023,3,30.54,NORMAL
DRREDDY,Mar 2023,5,36.62,NORMAL
DRREDDY,Mar 2023,10,11.43,NORMAL
DRREDDY,Mar 2024,3,41.91,NORMAL
DRREDDY,Mar 2024,5,23.39,NORMAL
DRREDDY,Mar 2024,10,11.01,NORMAL
EICHERMOT,Mar 2016,3,36.59,NORMAL
EICHERMOT,Mar 2017,3,33.41,NORMAL
EICHERMOT,Mar 2017,5,28.54,NORMAL
EICHERMOT,Mar 2018,5,30.14,NORMAL
EICHERMOT,Mar 2019,3,18.08,NORMAL
EICHERMOT,Mar 2019,5,25.7,NORMAL
EICHERMOT,Mar 2020,3,3.1,NORMAL
EICHERMOT,Mar 2021,3,-11.75,DECLINE
EICHERMOT,Mar 2021,5,0.13,NORMAL
EICHERMOT,Mar 2022,3,-8.69,DECLINE
EICHERMOT,Mar 2022,5,0.12,NORMAL
EICHERMOT,Mar 2022,10,13.44,NORMAL
EICHERMOT,Mar 2023,3,16.84,NORMAL
EICHERMOT,Mar 2023,5,8.25,NORMAL
EICHERMOT,Mar 2023,10,18.7,NORMAL
EICHERMOT,Mar 2024,3,43.75,NORMAL
EICHERMOT,Mar 2024,5,12.68,NORMAL
EICHERMOT,Mar 2024,10,19.01,NORMAL
GAIL,Mar 2016,3,-24.57,DECLINE
GAIL,Mar 2017,3,-11.0,DECLINE
GAIL,Mar 2018,3,14.99,NORMAL
GAIL,Mar 2018,5,1.93,NORMAL
GAIL,Mar 2019,3,51.78,NORMAL
GAIL,Mar 2019,5,6.49,NORMAL
GAIL,Mar 2020,3,41.28,NORMAL
GAIL,Mar 2020,5,24.66,NORMAL
GAIL,Mar 2021,3,8.53,NORMAL
GAIL,Mar 2021,5,26.8,NORMAL
GAIL,Mar 2022,3,23.37,NORMAL
GAIL,Mar 2022,5,29.53,NORMAL
GAIL,Mar 2023,3,-16.22,DECLINE
GAIL,Mar 2023,5,3.09,NORMAL
GAIL,Mar 2023,10,2.51,NORMAL
GAIL,Mar 2024,3,17.25,NORMAL
GAIL,Mar 2024,5,8.61,NORMAL
GAIL,Mar 2024,10,7.54,NORMAL
GODREJCP,Mar 2016,3,-0.56,DECLINE
GODREJCP,Mar 2017,3,16.89,NORMAL
GODREJCP,Mar 2018,3,18.74,NORMAL
GODREJCP,Mar 2018,5,14.1,NORMAL
GODREJCP,Mar 2019,3,41.25,NORMAL
GODREJCP,Mar 2019,5,23.38,NORMAL
GODREJCP,Mar 2020,3,4.6,NORMAL
GODREJCP,Mar 2020,5,8.93,NORMAL
GODREJCP,Mar 2021,3,1.74,NORMAL
GODREJCP,Mar 2021,5,15.67,NORMAL
GODREJCP,Mar 2022,3,-8.69,DECLINE
GODREJCP,Mar 2022,5,6.39,NORMAL
GODREJCP,Mar 2023,3,4.37,NORMAL
GODREJCP,Mar 2023,5,0.82,NORMAL
GODREJCP,Mar 2023,10,7.25,NORMAL
GODREJCP,Mar 2024,3,,DECLINE_TO_LOSS
GODREJCP,Mar 2024,5,,DECLINE_TO_LOSS
GODREJCP,Mar 2024,10,,DECLINE_TO_LOSS
GRASIM,Mar 2016,3,-2.94,DECLINE
GRASIM,Mar 2017,3,12.86,NORMAL
GRASIM,Mar 2018,3,12.62,NORMAL
GRASIM,Mar 2018,5,-0.48,DECLINE
GRASIM,Mar 2019,3,-7.38,DECLINE
GRASIM,Mar 2019,5,-1.46,DECLINE
GRASIM,Mar 2020,3,16.07,NORMAL
GRASIM,Mar 2020,5,20.79,NORMAL
GRASIM,Mar 2021,3,23.74,NORMAL
GRASIM,Mar 2021,5,15.12,NORMAL
GRASIM,Mar 2022,3,59.82,NORMAL
GRASIM,Mar 2022,5,21.42,NORMAL
GRASIM,Mar 2023,3,18.61,NORMAL
GRASIM,Mar 2023,5,24.6,NORMAL
GRASIM,Mar 2023,10,11.36,NORMAL
GRASIM,Mar 2024,3,12.42,NORMAL
GRASIM,Mar 2024,5,29.31,NORMAL
GRASIM,Mar 2024,10,12.89,NORMAL
HAL,Mar 2016,3,-12.64,DECLINE
HAL,Mar 2017,3,-0.96,DECLINE
HAL,Mar 2018,3,-5.94,DECLINE
HAL,Mar 2018,5,-7.89,DECLINE
HAL,Mar 2019,3,5.5,NORMAL
HAL,Mar 2019,5,-2.72,DECLINE
HAL,Mar 2020,3,2.8,NORMAL
HAL,Mar 2020,5,3.54,NORMAL
HAL,Mar 2021,3,17.69,NORMAL
HAL,Mar 2021,5,10.14,NORMAL
HAL,Mar 2022,3,29.42,NORMAL
HAL,Mar 2022,5,14.22,NORMAL
HAL,Mar 2023,3,26.92,NORMAL
HAL,Mar 2023,5,23.94,NORMAL
HAL,Mar 2023,10,6.85,NORMAL
HAL,Mar 2024,3,32.85,NORMAL
HAL,Mar 2024,5,26.49,NORMAL
HAL,Mar 2024,10,10.92,NORMAL
HAVELLS,Mar 2016,3,30.79,NORMAL
HAVELLS,Mar 2017,3,3.47,NORMAL
HAVELLS,Mar 2018,3,19.74,NORMAL
HAVELLS,Mar 2018,5,2.61,NORMAL
HAVELLS,Mar 2019,3,-15.37,DECLINE
HAVELLS,Mar 2019,5,12.06,NORMAL
HAVELLS,Mar 2020,3,14.16,NORMAL
HAVELLS,Mar 2020,5,13.81,NORMAL
HAVELLS,Mar 2021,3,16.46,NORMAL
HAVELLS,Mar 2021,5,-4.29,DECLINE
HAVELLS,Mar 2022,3,14.92,NORMAL
HAVELLS,Mar 2022,5,19.34,NORMAL
HAVELLS,Mar 2023,3,13.41,NORMAL
HAVELLS,Mar 2023,5,10.15,NORMAL
HAVELLS,Mar 2023,10,6.32,NORMAL
HAVELLS,Mar 2024,3,6.78,NORMAL
HAVELLS,Mar 2024,5,10.03,NORMAL
HAVELLS,Mar 2024,10,11.04,NORMAL
HCLTECH,Mar 2016 9m,3,11.51,NORMAL
HCLTECH,Mar 2017,3,9.65,NORMAL
HCLTECH,Mar 2018,3,5.91,NORMAL
HCLTECH,Mar 2018,5,16.64,NORMAL
HCLTECH,Mar 2019,3,21.79,NORMAL
HCLTECH,Mar 2019,5,9.16,NORMAL
HCLTECH,Mar 2020,3,8.71,NORMAL
HCLTECH,Mar 2020,5,8.53,NORMAL
HCLTECH,Mar 2021,3,8.59,NORMAL
HCLTECH,Mar 2021,5,14.8,NORMAL
HCLTECH,Mar 2022,3,10.14,NORMAL
HCLTECH,Mar 2022,5,9.46,NORMAL
HCLTECH,Mar 2023,3,10.32,NORMAL
HCLTECH,Mar 2023,5,11.22,NORMAL
HCLTECH,Mar 2023,10,13.9,NORMAL
HCLTECH,Mar 2024,3,12.04,NORMAL
HCLTECH,Mar 2024,5,9.19,NORMAL
HCLTECH,Mar 2024,10,9.18,NORMAL
HDFCBANK,Mar 2016,3,22.92,NORMAL
HDFCBANK,Mar 2017,3,20.44,NORMAL
HDFCBANK,Mar 2018,3,20.14,NORMAL
HDFCBANK,Mar 2018,5,21.87,NORMAL
HDFCBANK,Mar 2019,3,20.52,NORMAL
HDFCBANK,Mar 2019,5,20.68,NORMAL
HDFCBANK,Mar 2020,3,21.24,NORMAL
HDFCBANK,Mar 2020,5,20.59,NORMAL
HDFCBANK,Mar 2021,3,19.73,NORMAL
HDFCBANK,Mar 2021,5,19.97,NORMAL
HDFCBANK,Mar 2022,3,19.34,NORMAL
HDFCBANK,Mar 2022,5,20.02,NORMAL
HDFCBANK,Mar 2023,3,19.13,NORMAL
HDFCBANK,Mar 2023,5,19.98,NORMAL
HDFCBANK,Mar 2023,10,20.92,NORMAL
HDFCBANK,Mar 2024,3,27.12,NORMAL
HDFCBANK,Mar 2024,5,23.87,NORMAL
HDFCBANK,Mar 2024,10,22.26,NORMAL
HDFCLIFE,Mar 2016,3,22.27,NORMAL
HDFCLIFE,Mar 2017,3,6.95,NORMAL
HDFCLIFE,Mar 2018,3,12.09,NORMAL
HDFCLIFE,Mar 2018,5,19.89,NORMAL
HDFCLIFE,Mar 2019,3,16.08,NORMAL
HDFCLIFE,Mar 2019,5,12.01,NORMAL
HDFCLIFE,Mar 2020,3,13.5,NORMAL
HDFCLIFE,Mar 2020,5,10.54,NORMAL
HDFCLIFE,Mar 2021,3,7.13,NORMAL
HDFCLIFE,Mar 2021,5,10.75,NORMAL
HDFCLIFE,Mar 2022,3,1.26,NORMAL
HDFCLIFE,Mar 2022,5,8.39,NORMAL
HDFCLIFE,Mar 2023,3,1.79,NORMAL
HDFCLIFE,Mar 2023,5,4.32,NORMAL
HDFCLIFE,Mar 2023,10,11.84,NORMAL
HDFCLIFE,Mar 2024,3,4.97,NORMAL
HDFCLIFE,Mar 2024,5,4.25,NORMAL
HDFCLIFE,Mar 2024,10,8.06,NORMAL
HEROMOTOCO,Mar 2017,3,19.04,NORMAL
HEROMOTOCO,Mar 2018,3,16.33,NORMAL
HEROMOTOCO,Mar 2019,3,3.66,NORMAL
HEROMOTOCO,Mar 2019,5,10.52,NORMAL
HEROMOTOCO,Mar 2020,3,1.05,NORMAL
HEROMOTOCO,Mar 2020,5,9.13,NORMAL
HEROMOTOCO,Mar 2021,3,-7.6,DECLINE
HEROMOTOCO,Mar 2021,5,-1.16,DECLINE
HEROMOTOCO,Mar 2022,3,-12.41,DECLINE
HEROMOTOCO,Mar 2022,5,-8.06,DECLINE
HEROMOTOCO,Mar 2023,3,-8.53,DECLINE
HEROMOTOCO,Mar 2023,5,-5.53,DECLINE
HEROMOTOCO,Mar 2024,3,8.42,NORMAL
HEROMOTOCO,Mar 2024,5,1.54,NORMAL
HEROMOTOCO,Mar 2024,10,5.94,NORMAL
HINDALCO,Mar 2016,3,,DECLINE_TO_LOSS
HINDALCO,Mar 2017,3,-5.0,DECLINE
HINDALCO,Mar 2018,3,186.38,NORMAL
HINDALCO,Mar 2018,5,15.13,NORMAL
HINDALCO,Mar 2019,3,,TURNAROUND
HINDALCO,Mar 2019,5,20.15,NORMAL
HINDALCO,Mar 2020,3,26.03,NORMAL
HINDALCO,Mar 2020,5,70.82,NORMAL
HINDALCO,Mar 2021,3,-16.96,DECLINE
HINDALCO,Mar 2021,5,,TURNAROUND
HINDALCO,Mar 2022,3,35.7,NORMAL
HINDALCO,Mar 2022,5,48.8,NORMAL
HINDALCO,Mar 2023,3,38.91,NORMAL
HINDALCO,Mar 2023,5,10.67,NORMAL
HINDALCO,Mar 2023,10,12.88,NORMAL
HINDALCO,Mar 2024,3,42.86,NORMAL
HINDALCO,Mar 2024,5,13.07,NORMAL
HINDALCO,Mar 2024,10,16.55,NORMAL
HINDUNILVR,Mar 2016,3,2.64,NORMAL
HINDUNILVR,Mar 2017,3,4.31,NORMAL
HINDUNILVR,Mar 2018,3,6.1,NORMAL
HINDUNILVR,Mar 2018,5,6.37,NORMAL
HINDUNILVR,Mar 2019,3,13.44,NORMAL
HINDUNILVR,Mar 2019,5,8.9,NORMAL
HINDUNILVR,Mar 2020,3,14.59,NORMAL
HINDUNILVR,Mar 2020,5,9.07,NORMAL
HINDUNILVR,Mar 2021,3,15.24,NORMAL
HINDUNILVR,Mar 2021,5,14.02,NORMAL
HINDUNILVR,Mar 2022,3,13.63,NORMAL
HINDUNILVR,Mar 2022,5,14.64,NORMAL
HINDUNILVR,Mar 2023,3,14.51,NORMAL
HINDUNILVR,Mar 2023,5,14.18,NORMAL
HINDUNILVR,Mar 2023,10,10.2,NORMAL
HINDUNILVR,Mar 2024,3,8.73,NORMAL
HINDUNILVR,Mar 2024,5,11.15,NORMAL
HINDUNILVR,Mar 2024,10,10.02,NORMAL
ICICIBANK,Mar 2016,3,2.56,NORMAL
ICICIBANK,Mar 2017,3,-0.97,DECLINE
ICICIBANK,Mar 2018,3,-11.08,DECLINE
ICICIBANK,Mar 2018,5,-2.12,DECLINE
ICICIBANK,Mar 2019,3,-19.55,DECLINE
ICICIBANK,Mar 2019,5,-13.4,DECLINE
ICICIBANK,Mar 2020,3,-0.34,DECLINE
ICICIBANK,Mar 2020,5,-2.81,DECLINE
ICICIBANK,Mar 2021,3,30.8,NORMAL
ICICIBANK,Mar 2021,5,13.26,NORMAL
ICICIBANK,Mar 2022,3,67.09,NORMAL
ICICIBANK,Mar 2022,5,18.54,NORMAL
ICICIBANK,Mar 2023,3,46.73,NORMAL
ICICIBANK,Mar 2023,5,31.26,NORMAL
ICICIBANK,Mar 2023,10,13.35,NORMAL
ICICIBANK,Mar 2024,3,31.29,NORMAL
ICICIBANK,Mar 2024,5,51.95,NORMAL
ICICIBANK,Mar 2024,10,14.71,NORMAL
ICICIGI,Mar 2016,3,12.83,NORMAL
ICICIGI,Mar 2017,3,10.52,NORMAL
ICICIGI,Mar 2018,3,13.79,NORMAL
ICICIGI,Mar 2018,5,19.55,NORMAL
ICICIGI,Mar 2019,3,27.43,NORMAL
ICICIGI,Mar 2019,5,15.07,NORMAL
ICICIGI,Mar 2020,3,19.37,NORMAL
ICICIGI,Mar 2020,5,15.34,NORMAL
ICICIGI,Mar 2021,3,19.55,NORMAL
ICICIGI,Mar 2021,5,23.78,NORMAL
ICICIGI,Mar 2022,3,6.61,NORMAL
ICICIGI,Mar 2022,5,12.61,NORMAL
ICICIGI,Mar 2023,3,13.13,NORMAL
ICICIGI,Mar 2023,5,14.94,NORMAL
ICICIGI,Mar 2023,10,17.22,NORMAL
ICICIGI,Mar 2024,3,9.22,NORMAL
ICICIGI,Mar 2024,5,12.84,NORMAL
ICICIGI,Mar 2024,10,13.95,NORMAL
ICICIPRULI,Mar 2016,3,2.89,NORMAL
ICICIPRULI,Mar 2017,3,2.52,NORMAL
ICICIPRULI,Mar 2018,3,-0.43,DECLINE
ICICIPRULI,Mar 2018,5,1.34,NORMAL
ICICIPRULI,Mar 2019,3,-11.62,DECLINE
ICICIPRULI,Mar 2019,5,-6.11,DECLINE
ICICIPRULI,Mar 2020,3,-14.08,DECLINE
ICICIPRULI,Mar 2020,5,-8.24,DECLINE
ICICIPRULI,Mar 2021,3,-16.1,DECLINE
ICICIPRULI,Mar 2021,5,-10.34,DECLINE
ICICIPRULI,Mar 2022,3,-12.65,DECLINE
ICICIPRULI,Mar 2022,5,-14.71,DECLINE
ICICIPRULI,Mar 2023,3,-8.66,DECLINE
ICICIPRULI,Mar 2023,5,-12.87,DECLINE
ICICIPRULI,Mar 2023,10,-6.03,DECLINE
ICICIPRULI,Mar 2024,3,-3.8,DECLINE
ICICIPRULI,Mar 2024,5,-5.66,DECLINE
ICICIPRULI,Mar 2024,10,-5.89,DECLINE
INDIGO,Mar 2016,3,36.14,NORMAL
INDIGO,Mar 2017,3,51.83,NORMAL
INDIGO,Mar 2018,3,19.8,NORMAL
INDIGO,Mar 2018,5,23.29,NORMAL
INDIGO,Mar 2019,3,-57.17,DECLINE
INDIGO,Mar 2019,5,-19.93,DECLINE
INDIGO,Mar 2020,3,,DECLINE_TO_LOSS
INDIGO,Mar 2020,5,,DECLINE_TO_LOSS
INDIGO,Mar 2021,3,,DECLINE_TO_LOSS
INDIGO,Mar 2021,5,,DECLINE_TO_LOSS
INDIGO,Mar 2022,3,,DECLINE_TO_LOSS
INDIGO,Mar 2022,5,,DECLINE_TO_LOSS
INDIGO,Mar 2023,3,,BOTH_NEGATIVE
INDIGO,Mar 2023,5,,DECLINE_TO_LOSS
INDIGO,Mar 2023,10,,DECLINE_TO_LOSS
INDIGO,Mar 2024,3,,TURNAROUND
INDIGO,Mar 2024,5,120.69,NORMAL
INDIGO,Mar 2024,10,32.93,NORMAL
INDUSINDBK,Mar 2016,3,29.16,NORMAL
INDUSINDBK,Mar 2017,3,26.76,NORMAL
INDUSINDBK,Mar 2018,3,26.2,NORMAL
INDUSINDBK,Mar 2018,5,27.72,NORMAL
INDUSINDBK,Mar 2019,3,13.03,NORMAL
INDUSINDBK,Mar 2019,5,18.58,NORMAL
INDUSINDBK,Mar 2020,3,15.49,NORMAL
INDUSINDBK,Mar 2020,5,19.75,NORMAL
INDUSINDBK,Mar 2021,3,-7.69,DECLINE
INDUSINDBK,Mar 2021,5,4.41,NORMAL
INDUSINDBK,Mar 2022,3,11.78,NORMAL
INDUSINDBK,Mar 2022,5,9.96,NORMAL
INDUSINDBK,Mar 2023,3,18.71,NORMAL
INDUSINDBK,Mar 2023,5,15.43,NORMAL
INDUSINDBK,Mar 2023,10,21.42,NORMAL
INDUSINDBK,Mar 2024,3,46.68,NORMAL
INDUSINDBK,Mar 2024,5,22.08,NORMAL
INDUSINDBK,Mar 2024,10,20.32,NORMAL
INFY,Mar 2016,3,12.68,NORMAL
INFY,Mar 2017,3,10.44,NORMAL
INFY,Mar 2018,3,9.02,NORMAL
INFY,Mar 2018,5,11.2,NORMAL
INFY,Mar 2019,3,4.54,NORMAL
INFY,Mar 2019,5,7.66,NORMAL
INFY,Mar 2020,3,5.05,NORMAL
INFY,Mar 2020,5,6.11,NORMAL
INFY,Mar 2021,3,6.61,NORMAL
INFY,Mar 2021,5,7.56,NORMAL
INFY,Mar 2022,3,12.85,NORMAL
INFY,Mar 2022,5,9.06,NORMAL
INFY,Mar 2023,3,13.16,NORMAL
INFY,Mar 2023,5,8.51,NORMAL
INFY,Mar 2023,10,9.84,NORMAL
INFY,Mar 2024,3,10.56,NORMAL
INFY,Mar 2024,5,11.24,NORMAL
INFY,Mar 2024,10,9.43,NORMAL
IOC,Mar 2016,3,50.7,NORMAL
IOC,Mar 2017,3,43.03,NORMAL
IOC,Mar 2018,3,66.84,NORMAL
IOC,Mar 2018,5,44.22,NORMAL
IOC,Mar 2019,3,11.64,NORMAL
IOC,Mar 2019,5,19.91,NORMAL
IOC,Mar 2020,3,,DECLINE_TO_LOSS
IOC,Mar 2020,5,,DECLINE_TO_LOSS
IOC,Mar 2021,3,-1.29,DECLINE
IOC,Mar 2021,5,11.88,NORMAL
IOC,Mar 2022,3,14.2,NORMAL
IOC,Mar 2022,5,4.76,NORMAL
IOC,Mar 2023,3,,TURNAROUND
IOC,Mar 2023,5,-12.35,DECLINE
IOC,Mar 2023,10,12.43,NORMAL
IOC,Mar 2024,3,25.64,NORMAL
IOC,Mar 2024,5,20.1,NORMAL
IOC,Mar 2024,10,20.01,NORMAL
IRCTC,Mar 2018,3,19.04,NORMAL
IRCTC,Mar 2019,3,17.81,NORMAL
IRCTC,Mar 2020,3,30.85,NORMAL
IRCTC,Mar 2020,5,31.39,NORMAL
IRCTC,Mar 2021,3,-5.42,DECLINE
IRCTC,Mar 2021,5,-0.21,DECLINE
IRCTC,Mar 2022,3,28.78,NORMAL
IRCTC,Mar 2022,5,23.58,NORMAL
IRCTC,Mar 2023,3,25.17,NORMAL
IRCTC,Mar 2023,5,35.41,NORMAL
IRCTC,Mar 2024,3,81.12,NORMAL
IRCTC,Mar 2024,5,29.17,NORMAL
IRFC,Mar 2016,3,17.6,NORMAL
IRFC,Mar 2017,3,10.04,NORMAL
IRFC,Mar 2018,3,39.44,NORMAL
IRFC,Mar 2018,5,31.53,NORMAL
IRFC,Mar 2019,3,38.49,NORMAL
IRFC,Mar 2019,5,26.32,NORMAL
IRFC,Mar 2020,3,50.63,NORMAL
IRFC,Mar 2020,5,33.31,NORMAL
IRFC,Mar 2021,3,29.04,NORMAL
IRFC,Mar 2021,5,39.07,NORMAL
IRFC,Mar 2022,3,39.26,NORMAL
IRFC,Mar 2022,5,45.5,NORMAL
IRFC,Mar 2023,3,24.55,NORMAL
IRFC,Mar 2023,5,24.58,NORMAL
IRFC,Mar 2023,10,28.01,NORMAL
IRFC,Mar 2024,3,13.24,NORMAL
IRFC,Mar 2024,5,23.25,NORMAL
IRFC,Mar 2024,10,24.77,NORMAL
ITC,Mar 2016,3,7.24,NORMAL
ITC,Mar 2017,3,5.19,NORMAL
ITC,Mar 2018,3,5.53,NORMAL
ITC,Mar 2018,5,8.33,NORMAL
ITC,Mar 2019,3,10.55,NORMAL
ITC,Mar 2019,5,7.36,NORMAL
ITC,Mar 2020,3,14.17,NORMAL
ITC,Mar 2020,5,9.78,NORMAL
ITC,Mar 2021,3,5.21,NORMAL
ITC,Mar 2021,5,7.09,NORMAL
ITC,Mar 2022,3,6.49,NORMAL
ITC,Mar 2022,5,8.15,NORMAL
ITC,Mar 2023,3,7.7,NORMAL
ITC,Mar 2023,5,11.13,NORMAL
ITC,Mar 2023,10,9.72,NORMAL
ITC,Mar 2024,3,15.74,NORMAL
ITC,Mar 2024,5,10.08,NORMAL
ITC,Mar 2024,10,8.71,NORMAL
JINDALSTEL,Mar 2016,3,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2017,3,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2018,3,,BOTH_NEGATIVE
JINDALSTEL,Mar 2018,5,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2019,3,,BOTH_NEGATIVE
JINDALSTEL,Mar 2019,5,,DECLINE_TO_LOSS
JINDALSTEL,Mar 2020,3,,BOTH_NEGATIVE
JINDALSTEL,Mar 2020,5,,BOTH_NEGATIVE
JINDALSTEL,Mar 2021,3,,TURNAROUND
JINDALSTEL,Mar 2021,5,,TURNAROUND
JINDALSTEL,Mar 2022,3,,TURNAROUND
JINDALSTEL,Mar 2022,5,,TURNAROUND
JINDALSTEL,Mar 2023,3,,TURNAROUND
JINDALSTEL,Mar 2023,5,,TURNAROUND
JINDALSTEL,Mar 2023,10,3.02,NORMAL
JINDALSTEL,Mar 2024,3,11.68,NORMAL
JINDALSTEL,Mar 2024,5,,TURNAROUND
JINDALSTEL,Mar 2024,10,12.1,NORMAL
JSWENERGY,Mar 2016,3,17.46,NORMAL
JSWENERGY,Mar 2017,3,-6.41,DECLINE
JSWENERGY,Mar 2018,3,-60.3,DECLINE
JSWENERGY,Mar 2018,5,-37.64,DECLINE
JSWENERGY,Mar 2019,3,-22.33,DECLINE
JSWENERGY,Mar 2019,5,-2.09,DECLINE
JSWENERGY,Mar 2020,3,20.17,NORMAL
JSWENERGY,Mar 2020,5,-4.46,DECLINE
JSWENERGY,Mar 2021,3,113.14,NORMAL
JSWENERGY,Mar 2021,5,-10.83,DECLINE
JSWENERGY,Mar 2022,3,36.59,NORMAL
JSWENERGY,Mar 2022,5,22.85,NORMAL
JSWENERGY,Mar 2023,3,11.04,NORMAL
JSWENERGY,Mar 2023,5,77.08,NORMAL
JSWENERGY,Mar 2023,10,5.09,NORMAL
JSWENERGY,Mar 2024,3,27.98,NORMAL
JSWENERGY,Mar 2024,5,20.32,NORMAL
JSWENERGY,Mar 2024,10,8.54,NORMAL
JSWSTEEL,Mar 2016,3,,DECLINE_TO_LOSS
JSWSTEEL,Mar 2017,3,105.07,NORMAL
JSWSTEEL,Mar 2018,3,52.55,NORMAL
JSWSTEEL,Mar 2018,5,45.76,NORMAL
JSWSTEEL,Mar 2019,3,,TURNAROUND
JSWSTEEL,Mar 2019,5,79.66,NORMAL
JSWSTEEL,Mar 2020,3,4.17,NORMAL
JSWSTEEL,Mar 2020,5,17.88,NORMAL
JSWSTEEL,Mar 2021,3,8.8,NORMAL
JSWSTEEL,Mar 2021,5,,TURNAROUND
JSWSTEEL,Mar 2022,3,40.66,NORMAL
JSWSTEEL,Mar 2022,5,43.28,NORMAL
JSWSTEEL,Mar 2023,3,1.84,NORMAL
JSWSTEEL,Mar 2023,5,-7.5,DECLINE
JSWSTEEL,Mar 2023,10,16.11,NORMAL
JSWSTEEL,Mar 2024,3,4.46,NORMAL
JSWSTEEL,Mar 2024,5,3.59,NORMAL
JSWSTEEL,Mar 2024,10,36.42,NORMAL
KOTAKBANK,Mar 2016,3,16.34,NORMAL
KOTAKBANK,Mar 2017,3,25.7,NORMAL
KOTAKBANK,Mar 2018,3,26.32,NORMAL
KOTAKBANK,Mar 2018,5,22.83,NORMAL
KOTAKBANK,Mar 2019,3,26.91,NORMAL
KOTAKBANK,Mar 2019,5,23.31,NORMAL
KOTAKBANK,Mar 2020,3,19.63,NORMAL
KOTAKBANK,Mar 2020,5,22.58,NORMAL
KOTAKBANK,Mar 2021,3,16.87,NORMAL
KOTAKBANK,Mar 2021,5,23.17,NORMAL
KOTAKBANK,Mar 2022,3,18.83,NORMAL
KOTAKBANK,Mar 2022,5,19.22,NORMAL
KOTAKBANK,Mar 2023,3,20.21,NORMAL
KOTAKBANK,Mar 2023,5,18.99,NORMAL
KOTAKBANK,Mar 2023,10,20.89,NORMAL
KOTAKBANK,Mar 2024,3,22.16,NORMAL
KOTAKBANK,Mar 2024,5,20.38,NORMAL
KOTAKBANK,Mar 2024,10,21.84,NORMAL
LICI,Mar 2022,3,16.23,NORMAL
LICI,Mar 2023,3,136.83,NORMAL
LICI,Mar 2024,3,139.62,NORMAL
LICI,Mar 2024,5,73.18,NORMAL
LODHA,Mar 2015,3,27.95,NORMAL
LODHA,Mar 2016,5,21.64,NORMAL
LODHA,Mar 2017,5,8.92,NORMAL
LODHA,Mar 2018,3,-0.17,DECLINE
LODHA,Mar 2019,3,32.73,NORMAL
LODHA,Mar 2020,3,8.31,NORMAL
LODHA,Mar 2020,5,-1.44,DECLINE
LODHA,Mar 2021,3,-60.75,DECLINE
LODHA,Mar 2021,5,-41.54,DECLINE
LODHA,Mar 2021,10,-15.67,DECLINE
LODHA,Mar 2022,3,-9.76,DECLINE
LODHA,Mar 2022,5,15.65,NORMAL
LODHA,Mar 2022,10,12.23,NORMAL
LODHA,Mar 2023,3,-12.92,DECLINE
LODHA,Mar 2023,5,-9.2,DECLINE
LODHA,Mar 2024,3,218.72,NORMAL
LODHA,Mar 2024,5,-1.12,DECLINE
LT,Mar 2016,3,-4.61,DECLINE
LT,Mar 2017,3,9.91,NORMAL
LT,Mar 2018,3,17.25,NORMAL
LT,Mar 2018,5,8.63,NORMAL
LT,Mar 2019,3,30.55,NORMAL
LT,Mar 2019,5,15.9,NORMAL
LT,Mar 2020,3,18.87,NORMAL
LT,Mar 2020,5,17.01,NORMAL
LT,Mar 2021,3,17.31,NORMAL
LT,Mar 2021,5,22.99,NORMAL
LT,Mar 2022,3,0.65,NORMAL
LT,Mar 2022,5,9.94,NORMAL
LT,Mar 2023,3,4.78,NORMAL
LT,Mar 2023,5,9.38,NORMAL
LT,Mar 2023,10,9.0,NORMAL
LT,Mar 2024,3,6.36,NORMAL
LT,Mar 2024,5,8.76,NORMAL
LT,Mar 2024,10,12.27,NORMAL
LTIM,Mar 2016,3,14.15,NORMAL
LTIM,Mar 2017,3,-0.84,DECLINE
LTIM,Mar 2018,3,13.08,NORMAL
LTIM,Mar 2018,5,14.62,NORMAL
LTIM,Mar 2019,3,21.95,NORMAL
LTIM,Mar 2019,5,8.76,NORMAL
LTIM,Mar 2020,3,16.11,NORMAL
LTIM,Mar 2020,5,14.6,NORMAL
LTIM,Mar 2021,3,20.34,NORMAL
